,start_station_name,end_station_name,value
2601,Dixon Mills,Van Vorst Park,79
2602,Dixon Mills,Warren St,83
2603,Dixon Mills,Washington St,72
2604,Dixon Mills,Willow Ave & 12 St,12
2605,Dixon Mills,York St & Marin Blvd,8
2606,Essex Light Rail,11 St & Washington St,8
2607,Essex Light Rail,12 St & Sinatra Dr N,16
2608,Essex Light Rail,14 St Ferry - 14 St & Shipyard Ln,9
2609,Essex Light Rail,4 St & Grand St,12
2610,Essex Light Rail,5 Corners Library,8
2611,Essex Light Rail,6 Ave & W 33 St,3
2612,Essex Light Rail,6 St & Grand St,2
2613,Essex Light Rail,7 St & Monroe St,1
2614,Essex Light Rail,8 St & Washington St,11
2615,Essex Light Rail,9 St HBLR - Jackson St & 8 St,3
2616,Essex Light Rail,Adams St & 11 St,9
2617,Essex Light Rail,Adams St & 2 St,4
2618,Essex Light Rail,Astor Place,25
2619,Essex Light Rail,Baldwin at Montgomery,19
2620,Essex Light Rail,Bayard St & Baxter St,1
2621,Essex Light Rail,Bergen Ave,7
2622,Essex Light Rail,Bergen Ave & Sip Ave,4
2623,Essex Light Rail,Bergen Ave & Stegman St,4
2624,Essex Light Rail,Bleecker St & Crosby St,1
2625,Essex Light Rail,Bloomfield St & 15 St,7
2626,Essex Light Rail,Brunswick & 6th,17
2627,Essex Light Rail,Brunswick St,52
2628,Essex Light Rail,Christ Hospital,10
2629,Essex Light Rail,Church Sq Park - 5 St & Park Ave,5
2630,Essex Light Rail,City Hall,166
2631,Essex Light Rail,City Hall - Washington St & 1 St,29
2632,Essex Light Rail,Cliff St & Fulton St,1
2633,Essex Light Rail,Clinton St & 7 St,10
2634,Essex Light Rail,Clinton St & Newark St,16
2635,Essex Light Rail,Columbus Dr at Exchange Pl,557
2636,Essex Light Rail,Columbus Drive,171
2637,Essex Light Rail,Columbus Park - Clinton St & 9 St,6
2638,Essex Light Rail,Communipaw & Berry Lane,17
2639,Essex Light Rail,Dey St,2
2640,Essex Light Rail,Dixon Mills,37
2641,Essex Light Rail,Essex Light Rail,655
2642,Essex Light Rail,Fairmount Ave,5
2643,Essex Light Rail,Fulton St & Broadway,4
2644,Essex Light Rail,Glenwood Ave,8
2645,Essex Light Rail,Grand St,120
2646,Essex Light Rail,Grand St & 14 St,9
2647,Essex Light Rail,Grove St PATH,301
2648,Essex Light Rail,Hamilton Park,110
2649,Essex Light Rail,Harborside,174
2650,Essex Light Rail,Heights Elevator,1
2651,Essex Light Rail,Hilltop,8
2652,Essex Light Rail,Hoboken Ave at Monmouth St,46
2653,Essex Light Rail,Hoboken Terminal - Hudson St & Hudson Pl,22
2654,Essex Light Rail,Hoboken Terminal - River St & Hudson Pl,39
2655,Essex Light Rail,Hudson St & 4 St,30
2656,Essex Light Rail,JC Medical Center,109
2657,Essex Light Rail,Jackson Square,8
2658,Essex Light Rail,Jersey & 3rd,37
2659,Essex Light Rail,Jersey & 6th St,30
2660,Essex Light Rail,John St & William St,1
2661,Essex Light Rail,Journal Square,7
2662,Essex Light Rail,Lafayette Park,23
2663,Essex Light Rail,Leonard Gordon Park,1
2664,Essex Light Rail,Liberty Light Rail,180
2665,Essex Light Rail,Lincoln Park,11
2666,Essex Light Rail,Madison St & 1 St,9
2667,Essex Light Rail,Madison St & 10 St,3
2668,Essex Light Rail,Mama Johnson Field - 4 St & Jackson St,1
2669,Essex Light Rail,Manila & 1st,89
2670,Essex Light Rail,Marin Light Rail,456
2671,Essex Light Rail,Marshall St & 2 St,5
2672,Essex Light Rail,McGinley Square,17
2673,Essex Light Rail,Monmouth and 6th,38
2674,Essex Light Rail,Montgomery St,78
2675,Essex Light Rail,Morris Canal,336
2676,Essex Light Rail,Murray St & Greenwich St,2
2677,Essex Light Rail,Newark Ave,146
2678,Essex Light Rail,Newport PATH,323
2679,Essex Light Rail,Newport Pkwy,178
2680,Essex Light Rail,Oakland Ave,7
2681,Essex Light Rail,Park Pl & Church St,4
2682,Essex Light Rail,Paulus Hook,270
2683,Essex Light Rail,Pershing Field,12
2684,Essex Light Rail,Pier 40 - Hudson River Park,2
2685,Essex Light Rail,Riverview Park,6
2686,Essex Light Rail,Sip Ave,2
2687,Essex Light Rail,South Waterfront Walkway - Sinatra Dr & 1 St,80
2688,Essex Light Rail,Southwest Park - Jackson St & Observer Hwy,8
2689,Essex Light Rail,Stevens - River Ter & 6 St,2
2690,Essex Light Rail,Union St,7
2691,Essex Light Rail,Van Vorst Park,113
2692,Essex Light Rail,Vesey St & Church St,6
2693,Essex Light Rail,W 15 St & 10 Ave,1
2694,Essex Light Rail,W 20 St & 8 Ave,1
2695,Essex Light Rail,W 30 St & 10 Ave,2
2696,Essex Light Rail,Warren St,198
2697,Essex Light Rail,Warren St & W Broadway,2
2698,Essex Light Rail,Washington St,210
2699,Essex Light Rail,Willow Ave & 12 St,5
2700,Essex Light Rail,York St & Marin Blvd,26
2701,Fairmount Ave,11 St & Washington St,3
2702,Fairmount Ave,12 St & Sinatra Dr N,2
2703,Fairmount Ave,14 St Ferry - 14 St & Shipyard Ln,1
2704,Fairmount Ave,4 St & Grand St,2
2705,Fairmount Ave,5 Corners Library,31
2706,Fairmount Ave,8 St & Washington St,2
2707,Fairmount Ave,Astor Place,30
2708,Fairmount Ave,Baldwin at Montgomery,104
2709,Fairmount Ave,Bergen Ave,20
2710,Fairmount Ave,Bergen Ave & Sip Ave,1278
2711,Fairmount Ave,Bergen Ave & Stegman St,20
2712,Fairmount Ave,Bloomfield St & 15 St,1
2713,Fairmount Ave,Brunswick & 6th,12
2714,Fairmount Ave,Brunswick St,17
2715,Fairmount Ave,Cabrini Blvd & W 177 St,1
2716,Fairmount Ave,Christ Hospital,7
2717,Fairmount Ave,Church Sq Park - 5 St & Park Ave,2
2718,Fairmount Ave,City Hall,50
2719,Fairmount Ave,City Hall - Washington St & 1 St,25
2720,Fairmount Ave,Clinton St & 7 St,5
2721,Fairmount Ave,Clinton St & Newark St,2
2722,Fairmount Ave,Columbus Dr at Exchange Pl,58
2723,Fairmount Ave,Columbus Drive,11
2724,Fairmount Ave,Columbus Park - Clinton St & 9 St,28
2725,Fairmount Ave,Communipaw & Berry Lane,10
2726,Fairmount Ave,Dey St,4
2727,Fairmount Ave,Dixon Mills,29
2728,Fairmount Ave,Essex Light Rail,14
2729,Fairmount Ave,Fairmount Ave,340
2730,Fairmount Ave,Glenwood Ave,115
2731,Fairmount Ave,Grand St,19
2732,Fairmount Ave,Grand St & 14 St,14
2733,Fairmount Ave,Grant Ave & MLK Dr,13
2734,Fairmount Ave,Grove St PATH,220
2735,Fairmount Ave,Hamilton Park,56
2736,Fairmount Ave,Harborside,79
