,start_station_name,end_station_name,value
5554,Newark Ave,Washington St,185
5555,Newark Ave,Willow Ave & 12 St,130
5556,Newark Ave,York St & Marin Blvd,6
5557,Newport PATH,11 St & Washington St,110
5558,Newport PATH,12 St & Sinatra Dr N,134
5559,Newport PATH,14 St Ferry - 14 St & Shipyard Ln,163
5560,Newport PATH,4 St & Grand St,57
5561,Newport PATH,5 Corners Library,33
5562,Newport PATH,6 Ave & W 34 St,1
5563,Newport PATH,6 St & Grand St,49
5564,Newport PATH,7 St & Monroe St,95
5565,Newport PATH,8 St & Washington St,81
5566,Newport PATH,9 St HBLR - Jackson St & 8 St,154
5567,Newport PATH,Adams St & 11 St,33
5568,Newport PATH,Adams St & 2 St,122
5569,Newport PATH,Amsterdam Ave & W 79 St,1
5570,Newport PATH,Astor Place,24
5571,Newport PATH,Baldwin at Montgomery,62
5572,Newport PATH,Bergen Ave,28
5573,Newport PATH,Bergen Ave & Sip Ave,50
5574,Newport PATH,Bergen Ave & Stegman St,13
5575,Newport PATH,Bloomfield St & 15 St,83
5576,Newport PATH,Broadway & Battery Pl,1
5577,Newport PATH,Brunswick & 6th,263
5578,Newport PATH,Brunswick St,165
5579,Newport PATH,Christ Hospital,70
5580,Newport PATH,Church Sq Park - 5 St & Park Ave,104
5581,Newport PATH,City Hall,278
5582,Newport PATH,City Hall - Washington St & 1 St,199
5583,Newport PATH,Cleveland Pl & Spring St,1
5584,Newport PATH,Clinton St & 7 St,71
5585,Newport PATH,Clinton St & Newark St,236
5586,Newport PATH,Columbus Dr at Exchange Pl,549
5587,Newport PATH,Columbus Drive,660
5588,Newport PATH,Columbus Park - Clinton St & 9 St,79
5589,Newport PATH,Communipaw & Berry Lane,21
5590,Newport PATH,Dey St,17
5591,Newport PATH,Dixon Mills,76
5592,Newport PATH,E 47 St & Park Ave,1
5593,Newport PATH,Essex Light Rail,325
5594,Newport PATH,Fairmount Ave,14
5595,Newport PATH,Glenwood Ave,16
5596,Newport PATH,Grand St,850
5597,Newport PATH,Grand St & 14 St,140
5598,Newport PATH,Grant Ave & MLK Dr,4
5599,Newport PATH,Grove St PATH,563
5600,Newport PATH,Hamilton Park,1694
5601,Newport PATH,Harborside,1758
5602,Newport PATH,Heights Elevator,75
5603,Newport PATH,Hilltop,82
5604,Newport PATH,Hoboken Ave at Monmouth St,917
5605,Newport PATH,Hoboken Terminal - Hudson St & Hudson Pl,168
5606,Newport PATH,Hoboken Terminal - River St & Hudson Pl,288
5607,Newport PATH,Hudson St & 4 St,267
5608,Newport PATH,JC Medical Center,151
5609,Newport PATH,Jackson Square,11
5610,Newport PATH,Jersey & 3rd,227
5611,Newport PATH,Jersey & 6th St,164
5612,Newport PATH,Journal Square,34
5613,Newport PATH,Kosciuszko St & Tompkins Ave,4
5614,Newport PATH,LaGuardia Pl & W 3 St,1
5615,Newport PATH,Lafayette Park,56
5616,Newport PATH,Leonard Gordon Park,43
5617,Newport PATH,Liberty Light Rail,146
5618,Newport PATH,Lincoln Park,25
5619,Newport PATH,Madison St & 1 St,156
5620,Newport PATH,Madison St & 10 St,39
5621,Newport PATH,Mama Johnson Field - 4 St & Jackson St,49
5622,Newport PATH,Manila & 1st,320
5623,Newport PATH,Marin Light Rail,491
5624,Newport PATH,Marshall St & 2 St,78
5625,Newport PATH,McGinley Square,34
5626,Newport PATH,Monmouth and 6th,173
5627,Newport PATH,Montgomery St,122
5628,Newport PATH,Morris Canal,235
5629,Newport PATH,Newark Ave,255
5630,Newport PATH,Newport PATH,1231
5631,Newport PATH,Newport Pkwy,1281
5632,Newport PATH,Oakland Ave,41
5633,Newport PATH,Paulus Hook,293
5634,Newport PATH,Pershing Field,53
5635,Newport PATH,Riverview Park,56
5636,Newport PATH,Shop Morgan,1
5637,Newport PATH,Sip Ave,16
5638,Newport PATH,South Waterfront Walkway - Sinatra Dr & 1 St,358
5639,Newport PATH,Southwest Park - Jackson St & Observer Hwy,165
5640,Newport PATH,Stevens - River Ter & 6 St,93
5641,Newport PATH,Union St,22
5642,Newport PATH,Van Vorst Park,231
5643,Newport PATH,W 20 St & 7 Ave,3
5644,Newport PATH,W 54 St & 11 Ave,1
5645,Newport PATH,Warren St,998
5646,Newport PATH,Washington St,953
5647,Newport PATH,Water St &  Fletcher St,1
5648,Newport PATH,Willow Ave & 12 St,44
5649,Newport PATH,York St & Marin Blvd,17
5650,Newport Pkwy,10 Ave & W 14 St,2
5651,Newport Pkwy,11 St & Washington St,123
5652,Newport Pkwy,12 St & Sinatra Dr N,263
5653,Newport Pkwy,14 St Ferry - 14 St & Shipyard Ln,273
5654,Newport Pkwy,4 St & Grand St,65
5655,Newport Pkwy,5 Corners Library,52
5656,Newport Pkwy,6 Ave & W 33 St,1
5657,Newport Pkwy,6 St & Grand St,59
5658,Newport Pkwy,7 St & Monroe St,60
5659,Newport Pkwy,8 St & Washington St,158
5660,Newport Pkwy,9 St HBLR - Jackson St & 8 St,74
5661,Newport Pkwy,Adams St & 11 St,43
5662,Newport Pkwy,Adams St & 2 St,87
5663,Newport Pkwy,Astor Place,15
5664,Newport Pkwy,Baldwin at Montgomery,63
5665,Newport Pkwy,Bank St & Hudson St,1
5666,Newport Pkwy,Bergen Ave,12
5667,Newport Pkwy,Bergen Ave & Sip Ave,30
5668,Newport Pkwy,Bergen Ave & Stegman St,6
5669,Newport Pkwy,Bloomfield St & 15 St,133
5670,Newport Pkwy,Brunswick & 6th,202
5671,Newport Pkwy,Brunswick St,117
5672,Newport Pkwy,Christ Hospital,64
5673,Newport Pkwy,Church Sq Park - 5 St & Park Ave,158
5674,Newport Pkwy,City Hall,349
5675,Newport Pkwy,City Hall - Washington St & 1 St,410
5676,Newport Pkwy,Clinton St & 7 St,47
5677,Newport Pkwy,Clinton St & Newark St,205
5678,Newport Pkwy,Columbus Dr at Exchange Pl,639
5679,Newport Pkwy,Columbus Drive,648
5680,Newport Pkwy,Columbus Park - Clinton St & 9 St,135
5681,Newport Pkwy,Communipaw & Berry Lane,12
5682,Newport Pkwy,Dey St,11
5683,Newport Pkwy,Dixon Mills,50
5684,Newport Pkwy,E 5 St & Avenue C,1
5685,Newport Pkwy,Essex Light Rail,153
5686,Newport Pkwy,Fairmount Ave,17
5687,Newport Pkwy,Glenwood Ave,54
5688,Newport Pkwy,Grand St,545
5689,Newport Pkwy,Grand St & 14 St,190
5690,Newport Pkwy,Grant Ave & MLK Dr,1
5691,Newport Pkwy,Greenwich St & Hubert St,4
5692,Newport Pkwy,Grove St PATH,626
5693,Newport Pkwy,Hamilton Park,467
5694,Newport Pkwy,Harborside,1013
5695,Newport Pkwy,Heights Elevator,46
5696,Newport Pkwy,Hilltop,78
5697,Newport Pkwy,Hoboken Ave at Monmouth St,751
5698,Newport Pkwy,Hoboken Terminal - Hudson St & Hudson Pl,326
5699,Newport Pkwy,Hoboken Terminal - River St & Hudson Pl,775
5700,Newport Pkwy,Hudson St & 4 St,478
5701,Newport Pkwy,JC Medical Center,149
5702,Newport Pkwy,Jackson Square,3
5703,Newport Pkwy,Jersey & 3rd,142
5704,Newport Pkwy,Jersey & 6th St,144
5705,Newport Pkwy,Journal Square,50
5706,Newport Pkwy,Lafayette Park,36
5707,Newport Pkwy,Leonard Gordon Park,104
5708,Newport Pkwy,Liberty Light Rail,124
5709,Newport Pkwy,Lincoln Park,18
5710,Newport Pkwy,Madison St & 1 St,178
5711,Newport Pkwy,Madison St & 10 St,47
5712,Newport Pkwy,Mama Johnson Field - 4 St & Jackson St,36
5713,Newport Pkwy,Manila & 1st,355
5714,Newport Pkwy,Marin Light Rail,448
5715,Newport Pkwy,Marshall St & 2 St,81
5716,Newport Pkwy,McGinley Square,18
5717,Newport Pkwy,Monmouth and 6th,65
5718,Newport Pkwy,Montgomery St,172
5719,Newport Pkwy,Morris Canal,217
5720,Newport Pkwy,Newark Ave,312
5721,Newport Pkwy,Newport PATH,1433
5722,Newport Pkwy,Newport Pkwy,3131
5723,Newport Pkwy,North Moore St & Greenwich St,4
5724,Newport Pkwy,Oakland Ave,78
5725,Newport Pkwy,Paulus Hook,330
5726,Newport Pkwy,Pershing Field,91
5727,Newport Pkwy,Riverview Park,64
5728,Newport Pkwy,Sip Ave,10
5729,Newport Pkwy,South Waterfront Walkway - Sinatra Dr & 1 St,1233
5730,Newport Pkwy,Southwest Park - Jackson St & Observer Hwy,325
5731,Newport Pkwy,Stevens - River Ter & 6 St,165
5732,Newport Pkwy,Union St,22
5733,Newport Pkwy,Van Vorst Park,144
5734,Newport Pkwy,Vesey Pl & River Terrace,1
5735,Newport Pkwy,Warren St,971
5736,Newport Pkwy,Washington St,998
5737,Newport Pkwy,Washington St & Laight St,1
5738,Newport Pkwy,Willow Ave & 12 St,97
5739,Newport Pkwy,York St,1
5740,Newport Pkwy,York St & Marin Blvd,17
5741,Oakland Ave,11 St & Washington St,24
5742,Oakland Ave,12 St & Sinatra Dr N,13
5743,Oakland Ave,14 St Ferry - 14 St & Shipyard Ln,35
5744,Oakland Ave,4 St & Grand St,35
5745,Oakland Ave,5 Corners Library,78
5746,Oakland Ave,6 St & Grand St,22
5747,Oakland Ave,7 St & Monroe St,22
5748,Oakland Ave,8 St & Washington St,61
5749,Oakland Ave,9 St HBLR - Jackson St & 8 St,18
5750,Oakland Ave,Adams St & 11 St,4
5751,Oakland Ave,Adams St & 2 St,14
5752,Oakland Ave,Astor Place,12
5753,Oakland Ave,Baldwin at Montgomery,14
5754,Oakland Ave,Bergen Ave,6
5755,Oakland Ave,Bergen Ave & Sip Ave,168
5756,Oakland Ave,Bergen Ave & Stegman St,3
5757,Oakland Ave,Bloomfield St & 15 St,14
5758,Oakland Ave,Brunswick & 6th,155
5759,Oakland Ave,Brunswick St,113
5760,Oakland Ave,Central Park North & Adam Clayton Powell Blvd,2
5761,Oakland Ave,Christ Hospital,217
5762,Oakland Ave,Church Sq Park - 5 St & Park Ave,25
5763,Oakland Ave,City Hall,54
5764,Oakland Ave,City Hall - Washington St & 1 St,188
5765,Oakland Ave,Clinton St & 7 St,15
5766,Oakland Ave,Clinton St & Newark St,51
5767,Oakland Ave,Columbus Dr at Exchange Pl,58
5768,Oakland Ave,Columbus Drive,20
5769,Oakland Ave,Columbus Park - Clinton St & 9 St,18
5770,Oakland Ave,Communipaw & Berry Lane,8
5771,Oakland Ave,Dey St,31
5772,Oakland Ave,Dixon Mills,13
5773,Oakland Ave,Essex Light Rail,8
5774,Oakland Ave,Fairmount Ave,4
5775,Oakland Ave,Glenwood Ave,4
5776,Oakland Ave,Grand St,14
5777,Oakland Ave,Grand St & 14 St,57
5778,Oakland Ave,Grant Ave & MLK Dr,2
5779,Oakland Ave,Grove St PATH,138
5780,Oakland Ave,Hamilton Park,82
5781,Oakland Ave,Harborside,28
5782,Oakland Ave,Heights Elevator,71
5783,Oakland Ave,Hilltop,256
5784,Oakland Ave,Hoboken Ave at Monmouth St,314
5785,Oakland Ave,Hoboken Terminal - Hudson St & Hudson Pl,257
5786,Oakland Ave,Hoboken Terminal - River St & Hudson Pl,203
5787,Oakland Ave,Hudson St & 4 St,69
5788,Oakland Ave,JC Medical Center,30
5789,Oakland Ave,Jackson Square,2
5790,Oakland Ave,Jersey & 3rd,36
5791,Oakland Ave,Jersey & 6th St,14
5792,Oakland Ave,Journal Square,647
5793,Oakland Ave,Lafayette Park,12
5794,Oakland Ave,Leonard Gordon Park,117
5795,Oakland Ave,Liberty Light Rail,20
5796,Oakland Ave,Lincoln Park,9
5797,Oakland Ave,Madison St & 1 St,18
5798,Oakland Ave,Madison St & 10 St,18
5799,Oakland Ave,Mama Johnson Field - 4 St & Jackson St,14
5800,Oakland Ave,Manila & 1st,53
5801,Oakland Ave,Marin Light Rail,31
5802,Oakland Ave,Marshall St & 2 St,44
5803,Oakland Ave,McGinley Square,16
5804,Oakland Ave,Monmouth and 6th,28
5805,Oakland Ave,Montgomery St,12
5806,Oakland Ave,Morris Canal,14
5807,Oakland Ave,Newark Ave,181
5808,Oakland Ave,Newport PATH,91
5809,Oakland Ave,Newport Pkwy,169
5810,Oakland Ave,Oakland Ave,627
5811,Oakland Ave,Paulus Hook,22
5812,Oakland Ave,Pershing Field,366
5813,Oakland Ave,Riverview Park,289
5814,Oakland Ave,Sip Ave,138
5815,Oakland Ave,South Waterfront Walkway - Sinatra Dr & 1 St,70
5816,Oakland Ave,Southwest Park - Jackson St & Observer Hwy,66
5817,Oakland Ave,Stevens - River Ter & 6 St,88
5818,Oakland Ave,Union St,6
5819,Oakland Ave,Van Vorst Park,29
5820,Oakland Ave,Warren St,69
5821,Oakland Ave,Washington St,73
5822,Oakland Ave,Willow Ave & 12 St,16
5823,Oakland Ave,York St & Marin Blvd,2
5824,Paulus Hook,11 Ave & W 41 St,1
5825,Paulus Hook,11 Ave & W 59 St,1
5826,Paulus Hook,11 St & Washington St,13
5827,Paulus Hook,12 Ave & W 40 St,2
5828,Paulus Hook,12 St & Sinatra Dr N,30
5829,Paulus Hook,14 St Ferry - 14 St & Shipyard Ln,37
5830,Paulus Hook,4 St & Grand St,7
5831,Paulus Hook,5 Corners Library,13
5832,Paulus Hook,6 Ave & W 33 St,1
5833,Paulus Hook,6 St & Grand St,5
5834,Paulus Hook,7 St & Monroe St,7
5835,Paulus Hook,8 St & Washington St,10
5836,Paulus Hook,9 St HBLR - Jackson St & 8 St,15
5837,Paulus Hook,Adams St & 11 St,4
5838,Paulus Hook,Adams St & 2 St,5
5839,Paulus Hook,Astor Place,21
5840,Paulus Hook,Ave A & E 11 St,1
5841,Paulus Hook,Baldwin at Montgomery,33
5842,Paulus Hook,Barrow St & Hudson St,1
5843,Paulus Hook,Bergen Ave,37
5844,Paulus Hook,Bergen Ave & Sip Ave,8
5845,Paulus Hook,Bergen Ave & Stegman St,33
5846,Paulus Hook,Bleecker St & Crosby St,1
5847,Paulus Hook,Bloomfield St & 15 St,33
5848,Paulus Hook,Broadway & Morris St,1
5849,Paulus Hook,Broadway & W 48 St,1
5850,Paulus Hook,Broadway & W 58 St,1
5851,Paulus Hook,Broadway & W 61 St,1
5852,Paulus Hook,Brunswick & 6th,68
5853,Paulus Hook,Brunswick St,104
5854,Paulus Hook,Central Park North & Adam Clayton Powell Blvd,1
5855,Paulus Hook,Christ Hospital,10
5856,Paulus Hook,Church Sq Park - 5 St & Park Ave,12
5857,Paulus Hook,City Hall,279
5858,Paulus Hook,City Hall - Washington St & 1 St,51
5859,Paulus Hook,Cleveland Pl & Spring St,1
5860,Paulus Hook,Clinton St & 7 St,3
5861,Paulus Hook,Clinton St & Newark St,25
5862,Paulus Hook,Columbus Dr at Exchange Pl,262
5863,Paulus Hook,Columbus Drive,312
5864,Paulus Hook,Columbus Park - Clinton St & 9 St,28
5865,Paulus Hook,Communipaw & Berry Lane,103
5866,Paulus Hook,Dey St,10
5867,Paulus Hook,Dixon Mills,66
5868,Paulus Hook,Duane St & Hudson St,1
5869,Paulus Hook,E 2 St & 2 Ave,3
5870,Paulus Hook,E 5 St & Cooper Sq,3
5871,Paulus Hook,E 7 St & Avenue A,1
5872,Paulus Hook,Essex Light Rail,268
5873,Paulus Hook,Fairmount Ave,8
5874,Paulus Hook,Fulton St & Broadway,2
5875,Paulus Hook,Glenwood Ave,14
5876,Paulus Hook,Grand St,276
5877,Paulus Hook,Grand St & 14 St,7
5878,Paulus Hook,Grant Ave & MLK Dr,5
5879,Paulus Hook,Great Jones St,2
5880,Paulus Hook,Grove St PATH,311
5881,Paulus Hook,Hamilton Park,244
5882,Paulus Hook,Harborside,403
5883,Paulus Hook,Heights Elevator,5
5884,Paulus Hook,Hilltop,30
5885,Paulus Hook,Hoboken Ave at Monmouth St,43
5886,Paulus Hook,Hoboken Terminal - Hudson St & Hudson Pl,26
5887,Paulus Hook,Hoboken Terminal - River St & Hudson Pl,45
5888,Paulus Hook,Hudson St & 4 St,35
5889,Paulus Hook,JC Medical Center,296
5890,Paulus Hook,Jackson Square,16
5891,Paulus Hook,Jersey & 3rd,65
5892,Paulus Hook,Jersey & 6th St,124
5893,Paulus Hook,Journal Square,6
5894,Paulus Hook,Lafayette Park,60
5895,Paulus Hook,Lafayette St & Jersey St,14
5896,Paulus Hook,Leonard Gordon Park,6
5897,Paulus Hook,Liberty Light Rail,427
5898,Paulus Hook,Lincoln Park,17
5899,Paulus Hook,Little West St & 1 Pl,1
5900,Paulus Hook,Madison St & 1 St,23
5901,Paulus Hook,Madison St & 10 St,5
5902,Paulus Hook,Mama Johnson Field - 4 St & Jackson St,4
5903,Paulus Hook,Manila & 1st,143
5904,Paulus Hook,Marin Light Rail,923
5905,Paulus Hook,Market St & Cherry St,1
5906,Paulus Hook,Marshall St & 2 St,8
5907,Paulus Hook,McGinley Square,32
5908,Paulus Hook,Mercer St & Spring St,6
5909,Paulus Hook,Monmouth and 6th,160
5910,Paulus Hook,Montgomery St,129
5911,Paulus Hook,Morris Canal,854
5912,Paulus Hook,Mott St & Prince St,1
5913,Paulus Hook,Newark Ave,191
5914,Paulus Hook,Newport PATH,357
5915,Paulus Hook,Newport Pkwy,331
5916,Paulus Hook,Oakland Ave,26
5917,Paulus Hook,Park Pl & Church St,1
5918,Paulus Hook,Paulus Hook,797
5919,Paulus Hook,Pershing Field,6
5920,Paulus Hook,River Ter & Warren St,1
5921,Paulus Hook,Riverview Park,4
5922,Paulus Hook,Sip Ave,10
5923,Paulus Hook,South Waterfront Walkway - Sinatra Dr & 1 St,120
5924,Paulus Hook,Southwest Park - Jackson St & Observer Hwy,14
5925,Paulus Hook,Stevens - River Ter & 6 St,6
5926,Paulus Hook,Union St,12
5927,Paulus Hook,Van Vorst Park,339
5928,Paulus Hook,Vesey Pl & River Terrace,8
5929,Paulus Hook,Vesey St & Church St,1
5930,Paulus Hook,W 22 St & 10 Ave,1
5931,Paulus Hook,W 37 St & Broadway,2
5932,Paulus Hook,W 42 St & Dyer Ave,1
5933,Paulus Hook,W 44 St & 11 Ave,1
5934,Paulus Hook,W 84 St & Broadway,1
5935,Paulus Hook,Warren St,329
5936,Paulus Hook,Washington St,350
5937,Paulus Hook,Willow Ave & 12 St,5
5938,Paulus Hook,York St & Marin Blvd,17
5939,Pershing Field,11 St & Washington St,14
5940,Pershing Field,12 St & Sinatra Dr N,28
5941,Pershing Field,14 St Ferry - 14 St & Shipyard Ln,32
5942,Pershing Field,4 St & Grand St,84
5943,Pershing Field,5 Corners Library,214
5944,Pershing Field,6 St & Grand St,4
5945,Pershing Field,7 St & Monroe St,23
5946,Pershing Field,8 St & Washington St,36
5947,Pershing Field,9 St HBLR - Jackson St & 8 St,23
5948,Pershing Field,Adams St & 11 St,14
5949,Pershing Field,Adams St & 2 St,17
5950,Pershing Field,Astor Place,93
5951,Pershing Field,Baldwin at Montgomery,57
5952,Pershing Field,Bergen Ave,17
5953,Pershing Field,Bergen Ave & Sip Ave,96
5954,Pershing Field,Bergen Ave & Stegman St,10
5955,Pershing Field,Bloomfield St & 15 St,16
5956,Pershing Field,Brunswick & 6th,56
5957,Pershing Field,Brunswick St,127
5958,Pershing Field,Carmine St & 6 Ave,1
5959,Pershing Field,Central Park North & Adam Clayton Powell Blvd,1
5960,Pershing Field,Central Park S & 6 Ave,1
5961,Pershing Field,Christ Hospital,141
5962,Pershing Field,Church Sq Park - 5 St & Park Ave,36
5963,Pershing Field,City Hall,40
5964,Pershing Field,City Hall - Washington St & 1 St,168
5965,Pershing Field,Clinton St & 7 St,9
5966,Pershing Field,Clinton St & Newark St,41
5967,Pershing Field,Columbus Dr at Exchange Pl,54
5968,Pershing Field,Columbus Drive,18
5969,Pershing Field,Columbus Park - Clinton St & 9 St,33
5970,Pershing Field,Communipaw & Berry Lane,5
5971,Pershing Field,Dey St,67
5972,Pershing Field,Dixon Mills,17
5973,Pershing Field,E 47 St & 2 Ave,1
5974,Pershing Field,Essex Light Rail,5
5975,Pershing Field,Fairmount Ave,29
5976,Pershing Field,Glenwood Ave,25
5977,Pershing Field,Grand St,15
5978,Pershing Field,Grand St & 14 St,23
5979,Pershing Field,Grant Ave & MLK Dr,3
5980,Pershing Field,Grove St PATH,80
5981,Pershing Field,Hamilton Park,113
5982,Pershing Field,Harborside,15
5983,Pershing Field,Heights Elevator,107
5984,Pershing Field,Hilltop,225
5985,Pershing Field,Hoboken Ave at Monmouth St,49
5986,Pershing Field,Hoboken Terminal - Hudson St & Hudson Pl,530
5987,Pershing Field,Hoboken Terminal - River St & Hudson Pl,201
5988,Pershing Field,Hudson St & 4 St,52
5989,Pershing Field,JC Medical Center,37
5990,Pershing Field,Jackson Square,5
5991,Pershing Field,Jersey & 3rd,30
5992,Pershing Field,Jersey & 6th St,24
5993,Pershing Field,Journal Square,494
5994,Pershing Field,Lafayette Park,26
5995,Pershing Field,Leonard Gordon Park,207
5996,Pershing Field,Liberty Light Rail,27
5997,Pershing Field,Lincoln Park,44
5998,Pershing Field,MacDougal St & Washington Sq,1
5999,Pershing Field,Madison St & 1 St,40
6000,Pershing Field,Madison St & 10 St,11
6001,Pershing Field,Mama Johnson Field - 4 St & Jackson St,7
6002,Pershing Field,Manila & 1st,24
6003,Pershing Field,Marin Light Rail,30
6004,Pershing Field,Marshall St & 2 St,43
6005,Pershing Field,McGinley Square,86
6006,Pershing Field,Monmouth and 6th,27
6007,Pershing Field,Montgomery St,26
6008,Pershing Field,Morris Canal,17
6009,Pershing Field,Newark Ave,184
6010,Pershing Field,Newport PATH,64
6011,Pershing Field,Newport Pkwy,92
6012,Pershing Field,Oakland Ave,391
6013,Pershing Field,Paulus Hook,14
6014,Pershing Field,Pershing Field,684
6015,Pershing Field,Riverview Park,170
6016,Pershing Field,Sip Ave,150
6017,Pershing Field,South Waterfront Walkway - Sinatra Dr & 1 St,160
6018,Pershing Field,Southwest Park - Jackson St & Observer Hwy,67
6019,Pershing Field,Stevens - River Ter & 6 St,132
6020,Pershing Field,Union St,8
6021,Pershing Field,Van Vorst Park,64
6022,Pershing Field,Vesey St & Church St,1
6023,Pershing Field,W 42 St & 6 Ave,1
6024,Pershing Field,Warren St,35
6025,Pershing Field,Washington St,154
6026,Pershing Field,Willow Ave & 12 St,18
6027,Riverview Park,11 St & Washington St,43
6028,Riverview Park,12 St & Sinatra Dr N,26
6029,Riverview Park,14 St Ferry - 14 St & Shipyard Ln,99
6030,Riverview Park,4 St & Grand St,20
6031,Riverview Park,5 Corners Library,42
6032,Riverview Park,6 Ave & W 33 St,1
6033,Riverview Park,6 St & Grand St,12
6034,Riverview Park,7 St & Monroe St,14
6035,Riverview Park,8 Ave & W 38 St,1
6036,Riverview Park,8 St & Washington St,98
6037,Riverview Park,9 St HBLR - Jackson St & 8 St,45
6038,Riverview Park,Adams St & 11 St,7
6039,Riverview Park,Adams St & 2 St,28
6040,Riverview Park,Astor Place,11
6041,Riverview Park,Baldwin at Montgomery,38
6042,Riverview Park,Bergen Ave,6
6043,Riverview Park,Bergen Ave & Sip Ave,32
6044,Riverview Park,Bergen Ave & Stegman St,6
6045,Riverview Park,Bloomfield St & 15 St,83
6046,Riverview Park,Brunswick & 6th,67
6047,Riverview Park,Brunswick St,87
6048,Riverview Park,Cabrini Blvd & W 177 St,3
6049,Riverview Park,Christ Hospital,123
6050,Riverview Park,Church Sq Park - 5 St & Park Ave,46
6051,Riverview Park,City Hall,38
6052,Riverview Park,City Hall - Washington St & 1 St,342
6053,Riverview Park,Clinton St & 7 St,25
6054,Riverview Park,Clinton St & Newark St,49
6055,Riverview Park,Columbus Dr at Exchange Pl,40
6056,Riverview Park,Columbus Drive,58
6057,Riverview Park,Columbus Park - Clinton St & 9 St,77
6058,Riverview Park,Communipaw & Berry Lane,5
6059,Riverview Park,Dey St,17
6060,Riverview Park,Dixon Mills,15
6061,Riverview Park,Essex Light Rail,5
6062,Riverview Park,Fairmount Ave,20
6063,Riverview Park,Glenwood Ave,15
6064,Riverview Park,Grand St,32
6065,Riverview Park,Grand St & 14 St,131
6066,Riverview Park,Grant Ave & MLK Dr,1
6067,Riverview Park,Grove St PATH,89
6068,Riverview Park,Hamilton Park,106
6069,Riverview Park,Harborside,21
6070,Riverview Park,Heights Elevator,276
6071,Riverview Park,Hilltop,82
6072,Riverview Park,Hoboken Ave at Monmouth St,94
6073,Riverview Park,Hoboken Terminal - Hudson St & Hudson Pl,722
6074,Riverview Park,Hoboken Terminal - River St & Hudson Pl,473
6075,Riverview Park,Hudson St & 4 St,94
6076,Riverview Park,JC Medical Center,15
6077,Riverview Park,Jackson Square,5
6078,Riverview Park,Jersey & 3rd,66
6079,Riverview Park,Jersey & 6th St,33
6080,Riverview Park,John St & William St,1
6081,Riverview Park,Journal Square,44
6082,Riverview Park,Lafayette Park,11
6083,Riverview Park,Lafayette St & E 8 St,1
6084,Riverview Park,Leonard Gordon Park,114
6085,Riverview Park,Liberty Light Rail,8
6086,Riverview Park,Liberty St & Nassau St,3
6087,Riverview Park,Lincoln Park,18
6088,Riverview Park,Madison St & 1 St,51
6089,Riverview Park,Madison St & 10 St,29
6090,Riverview Park,Maiden Ln & Pearl St,12
6091,Riverview Park,Mama Johnson Field - 4 St & Jackson St,19
6092,Riverview Park,Manila & 1st,50
6093,Riverview Park,Marin Light Rail,12
6094,Riverview Park,Marshall St & 2 St,41
6095,Riverview Park,McGinley Square,17
6096,Riverview Park,Monmouth and 6th,15
6097,Riverview Park,Montgomery St,32
6098,Riverview Park,Morris Canal,15
6099,Riverview Park,Newark Ave,225
6100,Riverview Park,Newport PATH,83
6101,Riverview Park,Newport Pkwy,76
6102,Riverview Park,Oakland Ave,216
6103,Riverview Park,Old Slip & South St,1
6104,Riverview Park,Paulus Hook,18
6105,Riverview Park,Pearl St & Hanover Square,1
6106,Riverview Park,Pershing Field,138
6107,Riverview Park,Riverview Park,577
6108,Riverview Park,Sip Ave,14
6109,Riverview Park,South St & Gouverneur Ln,1
6110,Riverview Park,South Waterfront Walkway - Sinatra Dr & 1 St,206
6111,Riverview Park,Southwest Park - Jackson St & Observer Hwy,61
6112,Riverview Park,Stevens - River Ter & 6 St,169
6113,Riverview Park,Union St,12
6114,Riverview Park,Van Vorst Park,33
6115,Riverview Park,Vesey St & Church St,1
6116,Riverview Park,W 116 St & Broadway,1
6117,Riverview Park,W 42 St & 8 Ave,1
6118,Riverview Park,Warren St,40
6119,Riverview Park,Washington St,57
6120,Riverview Park,Water St &  Fletcher St,2
6121,Riverview Park,Water St & Gouverneur Ln,6
6122,Riverview Park,William St & Pine St,6
6123,Riverview Park,Willow Ave & 12 St,74
6124,Riverview Park,York St & Marin Blvd,1
6125,Sip Ave,11 St & Washington St,4
6126,Sip Ave,12 St & Sinatra Dr N,5
6127,Sip Ave,14 St Ferry - 14 St & Shipyard Ln,6
6128,Sip Ave,5 Corners Library,75
6129,Sip Ave,6 St & Grand St,3
6130,Sip Ave,7 St & Monroe St,4
6131,Sip Ave,8 St & Washington St,4
6132,Sip Ave,9 St HBLR - Jackson St & 8 St,1
6133,Sip Ave,Adams St & 11 St,2
6134,Sip Ave,Adams St & 2 St,3
6135,Sip Ave,Astor Place,802
6136,Sip Ave,Baldwin at Montgomery,906
6137,Sip Ave,Bergen Ave,1447
6138,Sip Ave,Bergen Ave & Stegman St,80
6139,Sip Ave,Bloomfield St & 15 St,4
6140,Sip Ave,Broadway & W 36 St,1
6141,Sip Ave,Brunswick & 6th,38
6142,Sip Ave,Brunswick St,69
6143,Sip Ave,Christ Hospital,152
6144,Sip Ave,Church Sq Park - 5 St & Park Ave,3
6145,Sip Ave,City Hall,20
6146,Sip Ave,City Hall - Washington St & 1 St,16
6147,Sip Ave,Clinton St & 7 St,1
6148,Sip Ave,Clinton St & Newark St,7
6149,Sip Ave,Columbus Dr at Exchange Pl,28
6150,Sip Ave,Columbus Drive,29
